<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20100115,080000,1.44260,1.44260,1.43830,1.43850,11574
20100115,120000,1.43850,1.43970,1.43590,1.43850,12432
20100115,160000,1.43850,1.43860,1.43560,1.43760,10733
20100115,200000,1.43750,1.43900,1.43360,1.43840,5192
20100118,000000,1.43480,1.43740,1.43350,1.43550,6795
20100118,040000,1.43550,1.43920,1.43530,1.43840,7014
20100118,080000,1.43850,1.43890,1.43650,1.43780,8602
20100118,120000,1.43780,1.43910,1.43670,1.43860,7155
20100118,160000,1.43860,1.43980,1.43780,1.43910,5913
20100118,200000,1.43920,1.43920,1.43780,1.43860,3052
20100119,000000,1.43870,1.44130,1.43870,1.43920,7084
20100119,040000,1.43910,1.44070,1.43840,1.43930,6191
20100119,080000,1.43930,1.44100,1.43090,1.43110,12165
20100119,120000,1.43100,1.43160,1.42630,1.42910,15210
20100119,160000,1.42910,1.42970,1.42530,1.42900,11160
20100119,200000,1.42900,1.43040,1.42820,1.42870,5177
20100120,000000,1.42860,1.42880,1.41910,1.42170,10630
20100120,040000,1.42160,1.42260,1.41710,1.42050,9698
20100120,080000,1.42040,1.42170,1.41690,1.41770,13149
20100120,120000,1.41770,1.41770,1.41180,1.41330,14474
20100120,160000,1.41320,1.41320,1.40810,1.41030,12067
20100120,200000,1.41030,1.41110,1.40950,1.41060,4924
20100121,000000,1.41060,1.41340,1.40750,1.40800,8536
20100121,040000,1.40800,1.41150,1.40740,1.41130,7373
20100121,080000,1.41130,1.41170,1.40280,1.40390,13202
20100121,120000,1.40380,1.41050,1.40340,1.40940,14005
20100121,160000,1.40960,1.41410,1.40320,1.41160,16353
20100121,200000,1.41160,1.41160,1.40780,1.40840,6764
20100122,000000,1.40840,1.41370,1.40670,1.41320,9343
20100122,040000,1.41320,1.41400,1.41120,1.41190,7100
20100122,080000,1.41190,1.41640,1.41160,1.41410,11911
20100122,120000,1.41420,1.41450,1.41010,1.41150,14395
20100122,160000,1.41140,1.41800,1.40940,1.41480,14096
20100122,200000,1.41490,1.41550,1.41240,1.41360,5858
20100125,000000,1.41500,1.41720,1.41330,1.41640,6273
20100125,040000,1.41650,1.41700,1.41530,1.41600,5235
20100125,080000,1.41590,1.41910,1.41300,1.41890,10542
20100125,120000,1.41900,1.41930,1.41320,1.41530,10694
20100125,160000,1.41520,1.41560,1.41280,1.41440,9688
20100125,200000,1.41430,1.41610,1.41390,1.41470,4816
20100126,000000,1.41470,1.41770,1.41350,1.41390,5699
20100126,040000,1.41390,1.41470,1.40710,1.40890,10770
20100126,080000,1.40890,1.41090,1.40740,1.40980,12410
20100126,120000,1.40980,1.41020,1.40520,1.40540,12756
20100126,160000,1.40530,1.41040,1.40420,1.40950,12345
20100126,200000,1.40960,1.40990,1.40690,1.40770,5523
20100127,000000,1.40770,1.40960,1.40630,1.40770,7823
20100127,040000,1.40760,1.40850,1.40530,1.40640,6637
20100127,080000,1.40630,1.40800,1.40210,1.40580,12243
20100127,120000,1.40580,1.40860,1.40320,1.40480,12483
20100127,160000,1.40480,1.40580,1.40250,1.40380,12543
20100127,200000,1.40370,1.40510,1.39930,1.40340,10027
20100128,000000,1.40330,1.40380,1.39290,1.40070,9611
20100128,040000,1.40060,1.40220,1.39990,1.40130,7291
20100128,080000,1.40140,1.40510,1.39960,1.39990,11376
20100128,120000,1.39980,1.40260,1.39660,1.39720,12356
20100128,160000,1.39720,1.39850,1.39470,1.39750,13214
20100128,200000,1.39750,1.39850,1.39570,1.39600,6456
20100129,000000,1.39610,1.39660,1.39120,1.39380,8980
20100129,040000,1.39380,1.39610,1.39210,1.39490,6983
20100129,080000,1.39500,1.39860,1.39340,1.39620,11353
20100129,120000,1.39630,1.39770,1.39090,1.39150,12266
20100129,160000,1.39140,1.39280,1.38620,1.38800,14179
20100129,200000,1.38800,1.38840,1.38610,1.38610,4636
20100201,000000,1.38620,1.38860,1.38520,1.38630,7189
20100201,040000,1.38630,1.38930,1.38580,1.38840,6262
20100201,080000,1.38840,1.39140,1.38750,1.38970,11819
20100201,120000,1.38980,1.39340,1.38920,1.39220,11759
20100201,160000,1.39220,1.39230,1.38940,1.39160,10861
20100201,200000,1.39160,1.39370,1.39110,1.39310,5413
20100202,000000,1.39310,1.39310,1.39060,1.39090,5040
20100202,040000,1.39090,1.39360,1.38860,1.39330,8227
20100202,080000,1.39330,1.39540,1.39110,1.39360,11727
20100202,120000,1.39380,1.39570,1.39310,1.39490,11507
20100202,160000,1.39490,1.39730,1.39260,1.39660,11221
20100202,200000,1.39660,1.39720,1.39570,1.39670,5150
20100203,000000,1.39680,1.39750,1.39460,1.39570,5325
20100203,040000,1.39570,1.39740,1.39480,1.39700,5423
20100203,080000,1.39700,1.40240,1.39700,1.39940,11187
20100203,120000,1.39950,1.40120,1.39390,1.39520,11938
20100203,160000,1.39510,1.39510,1.39010,1.39060,11560
20100203,200000,1.39050,1.39080,1.38850,1.38900,6451
20100204,000000,1.38890,1.39000,1.38650,1.38880,6896
20100204,040000,1.38880,1.38950,1.38650,1.38760,5917
20100204,080000,1.38750,1.38850,1.38250,1.38480,11124
20100204,120000,1.38480,1.38540,1.38020,1.38040,12172
20100204,160000,1.38040,1.38110,1.37280,1.37560,14006
20100204,200000,1.37560,1.37630,1.37140,1.37270,6794
20100205,000000,1.37270,1.37440,1.36690,1.37130,8583
20100205,040000,1.37120,1.37220,1.37020,1.37150,8042
20100205,080000,1.37160,1.37250,1.36480,1.36860,13943
20100205,120000,1.36850,1.37410,1.36660,1.36710,15884
20100205,160000,1.36710,1.36810,1.35860,1.35880,15533
20100205,200000,1.35870,1.36770,1.35870,1.36760,7684
20100208,000000,1.36550,1.36650,1.36210,1.36330,8152
20100208,040000,1.36320,1.36450,1.36220,1.36290,6892
20100208,080000,1.36290,1.37120,1.36280,1.36920,11640
20100208,120000,1.36930,1.36930,1.36400,1.36570,11859
20100208,160000,1.36570,1.37100,1.36570,1.36750,10894
20100208,200000,1.36760,1.36870,1.36420,1.36560,5939
20100209,000000,1.36550,1.36830,1.36490,1.36720,7197
20100209,040000,1.36720,1.37270,1.36620,1.37230,8380
20100209,080000,1.37230,1.37430,1.37060,1.37150,11354
20100209,120000,1.37140,1.37710,1.36970,1.37420,12558
20100209,160000,1.37430,1.38380,1.36930,1.37750,16674
20100209,200000,1.37740,1.38000,1.37690,1.37930,7293
20100210,000000,1.37940,1.38060,1.37620,1.37660,7388
20100210,040000,1.37660,1.37700,1.37330,1.37680,7772
20100210,080000,1.37680,1.38050,1.37510,1.37910,11897
20100210,120000,1.37920,1.38110,1.37230,1.37360,13686
20100210,160000,1.37350,1.37560,1.36770,1.37330,13717
20100210,200000,1.37320,1.37410,1.37250,1.37340,5206
20100211,000000,1.37330,1.37890,1.37320,1.37820,6982
20100211,040000,1.37830,1.38000,1.37740,1.37760,6165
20100211,080000,1.37760,1.37900,1.37420,1.37520,9799
20100211,120000,1.37510,1.37510,1.36410,1.36530,14885
20100211,160000,1.36520,1.36870,1.35960,1.36770,13852
20100211,200000,1.36770,1.36950,1.36750,1.36880,5274
20100212,000000,1.36880,1.36930,1.36530,1.36640,7056
20100212,040000,1.36640,1.36860,1.36570,1.36830,6060
20100212,080000,1.36820,1.36820,1.35360,1.35590,12933
20100212,120000,1.35590,1.36260,1.35310,1.36180,13296
20100212,160000,1.36180,1.36420,1.36000,1.36060,12566
20100212,200000,1.36050,1.36350,1.36030,1.36300,4656
20100215,000000,1.36150,1.36290,1.36060,1.36130,4542
20100215,040000,1.36120,1.36160,1.35780,1.35900,4753
20100215,080000,1.35900,1.36310,1.35810,1.36190,7278
20100215,120000,1.36190,1.36290,1.35890,1.35930,6597
20100215,160000,1.35930,1.36110,1.35810,1.35970,6224
20100215,200000,1.35970,1.36000,1.35930,1.35960,2854
20100216,000000,1.35960,1.36270,1.35880,1.36200,6018
20100216,040000,1.36210,1.36610,1.36160,1.36510,6449
20100216,080000,1.36520,1.36810,1.36390,1.36450,11222
20100216,120000,1.36450,1.36750,1.36340,1.36570,11815
20100216,160000,1.36580,1.37740,1.36460,1.37640,12835
20100216,200000,1.37630,1.37770,1.37550,1.37580,5102
20100217,000000,1.37580,1.37740,1.37560,1.37660,5154
20100217,040000,1.37660,1.37800,1.37510,1.37510,5407
20100217,080000,1.37510,1.37870,1.37260,1.37260,11235
20100217,120000,1.37260,1.37360,1.36940,1.36980,12183
20100217,160000,1.36970,1.37010,1.35980,1.36150,13554
20100217,200000,1.36160,1.36170,1.35860,1.36000,7032
20100218,000000,1.35990,1.36120,1.35580,1.35630,6882
20100218,040000,1.35630,1.35930,1.35630,1.35910,5522
20100218,080000,1.35920,1.35930,1.35390,1.35820,12738
20100218,120000,1.35820,1.36530,1.35470,1.36300,12675
20100218,160000,1.36300,1.36390,1.35560,1.36170,13341
20100218,200000,1.36160,1.36210,1.34830,1.34920,9277
20100219,000000,1.34930,1.35080,1.34440,1.34850,11186
20100219,040000,1.34840,1.34940,1.34550,1.34670,6464
20100219,080000,1.34670,1.35140,1.34580,1.34920,11590
20100219,120000,1.34920,1.35430,1.34880,1.35050,11400
20100219,160000,1.35050,1.35940,1.34830,1.35820,12522
20100219,200000,1.35830,1.36160,1.35760,1.36100,5050
20100222,000000,1.36130,1.36470,1.36020,1.36460,5758
20100222,040000,1.36460,1.36530,1.36140,1.36200,4678
20100222,080000,1.36180,1.36350,1.35920,1.36060,9610
20100222,120000,1.36060,1.36310,1.35870,1.36080,10346
20100222,160000,1.36080,1.36080,1.35740,1.35870,9808
20100222,200000,1.35870,1.36100,1.35870,1.35990,3778
20100223,000000,1.36000,1.36120,1.35890,1.36110,5751
20100223,040000,1.36110,1.36360,1.36030,1.36250,5422
20100223,080000,1.36250,1.36900,1.35980,1.36000,13360
20100223,120000,1.35990,1.36050,1.35380,1.35620,12351
20100223,160000,1.35600,1.35780,1.35000,1.35220,13779
20100223,200000,1.35220,1.35290,1.34960,1.35130,5603
20100224,000000,1.35130,1.35490,1.35020,1.35380,5517
20100224,040000,1.35390,1.35490,1.35270,1.35360,4654
20100224,080000,1.35360,1.35700,1.35120,1.35540,11113
20100224,120000,1.35560,1.35790,1.35340,1.35680,11365
20100224,160000,1.35680,1.36250,1.35360,1.35460,14150
20100224,200000,1.35450,1.35450,1.35170,1.35370,5329
20100225,000000,1.35370,1.35460,1.34770,1.34820,6511
20100225,040000,1.34810,1.34870,1.34510,1.34730,7547
20100225,080000,1.34720,1.35160,1.34620,1.34980,11399
20100225,120000,1.34990,1.35100,1.34580,1.35010,12376
20100225,160000,1.35010,1.35620,1.34660,1.35610,13276
20100225,200000,1.35630,1.35700,1.35380,1.35390,6575
20100226,000000,1.35380,1.35940,1.35300,1.35750,7116
20100226,040000,1.35760,1.36020,1.35730,1.35750,6739
20100226,080000,1.35750,1.36260,1.35510,1.36060,11824
20100226,120000,1.36070,1.36130,1.35500,1.35870,11584
20100226,160000,1.35860,1.36820,1.35580,1.36250,14344
20100226,200000,1.36250,1.36330,1.36110,1.36300,4221
20100301,000000,1.36220,1.36490,1.35910,1.36040,7917
20100301,040000,1.36030,1.36170,1.35850,1.35970,4644
20100301,080000,1.35970,1.36540,1.35870,1.35930,10931
20100301,120000,1.35930,1.36010,1.35060,1.35080,13249
20100301,160000,1.35080,1.35600,1.34600,1.35570,12698
20100301,200000,1.35570,1.35790,1.35460,1.35680,4762
20100302,000000,1.35670,1.35750,1.35210,1.35380,5268
20100302,040000,1.35380,1.35450,1.35120,1.35160,6082
20100302,080000,1.35160,1.35380,1.34350,1.35270,12369
20100302,120000,1.35280,1.35980,1.35200,1.35450,13917
20100302,160000,1.35450,1.36200,1.35140,1.36130,12425
20100302,200000,1.36140,1.36170,1.35930,1.36090,5517
20100303,000000,1.36080,1.36510,1.36070,1.36360,7295
20100303,040000,1.36370,1.36530,1.36200,1.36270,5711
20100303,080000,1.36280,1.36620,1.35920,1.36230,11592
20100303,120000,1.36220,1.36730,1.36060,1.36500,12881
20100303,160000,1.36530,1.37340,1.36250,1.37200,13232
20100303,200000,1.37200,1.37220,1.36900,1.36940,5473
20100304,000000,1.36940,1.37110,1.36890,1.36940,5464
20100304,040000,1.36930,1.36950,1.36460,1.36540,6626
20100304,080000,1.36540,1.36830,1.36330,1.36730,10002
20100304,120000,1.36730,1.36930,1.36240,1.36370,12018
20100304,160000,1.36350,1.36440,1.35510,1.35620,13620
20100304,200000,1.35610,1.35920,1.35560,1.35790,4771
20100305,000000,1.35790,1.35960,1.35710,1.35910,4371
20100305,040000,1.35910,1.36010,1.35680,1.35830,4946
20100305,080000,1.35830,1.36060,1.35720,1.35870,8322
20100305,120000,1.35880,1.35940,1.35300,1.35670,10801
20100305,160000,1.35660,1.36280,1.35620,1.36120,9674
20100305,200000,1.36120,1.36250,1.36060,1.36190,3400
20100308,000000,1.36410,1.36880,1.36230,1.36820,6381
20100308,040000,1.36820,1.36900,1.36680,1.36760,3772
20100308,080000,1.36760,1.37030,1.36370,1.36470,6554
20100308,120000,1.36460,1.36900,1.36390,1.36730,6012
20100308,160000,1.36730,1.36730,1.36050,1.36280,6991
20100308,200000,1.36280,1.36390,1.36220,1.36270,2545
20100309,000000,1.36260,1.36290,1.36060,1.36110,4197
20100309,040000,1.36110,1.36340,1.35990,1.36060,4480
20100309,080000,1.36030,1.36270,1.35670,1.35690,8033
20100309,120000,1.35690,1.35790,1.35370,1.35750,7510
20100309,160000,1.35760,1.36150,1.35630,1.35970,6685
20100309,200000,1.35980,1.36060,1.35860,1.36010,3593
20100310,000000,1.36010,1.36120,1.35870,1.35960,3809
20100310,040000,1.35950,1.36040,1.35820,1.35820,3198
20100310,080000,1.35820,1.35930,1.35440,1.35820,7220
20100310,120000,1.35820,1.36300,1.35770,1.36130,6737
20100310,160000,1.36130,1.36780,1.36130,1.36410,7619
20100310,200000,1.36420,1.36640,1.36390,1.36540,3566
20100311,000000,1.36540,1.36540,1.36280,1.36410,3859
20100311,040000,1.36400,1.36470,1.36290,1.36360,3120
20100311,080000,1.36350,1.36670,1.36200,1.36510,5377
20100311,120000,1.36520,1.36850,1.36250,1.36360,7545
20100311,160000,1.36360,1.36810,1.36360,1.36650,7540
20100311,200000,1.36660,1.36790,1.36630,1.36760,3202
20100312,000000,1.36760,1.36880,1.36690,1.36790,3370
20100312,040000,1.36790,1.37050,1.36790,1.37050,3981
20100312,080000,1.37060,1.37950,1.36870,1.37750,8732
20100312,120000,1.37750,1.37850,1.37350,1.37480,8629
20100312,160000,1.37480,1.37750,1.37270,1.37560,8559
20100312,200000,1.37570,1.37680,1.37530,1.37670,2394
20100315,000000,1.37600,1.37740,1.37350,1.37400,3952
20100315,040000,1.37390,1.37510,1.37260,1.37500,3723
20100315,080000,1.37500,1.37590,1.37000,1.37030,7912
20100315,120000,1.37030,1.37270,1.36820,1.36850,8623
20100315,160000,1.36840,1.36850,1.36390,1.36720,7147
20100315,200000,1.36710,1.36790,1.36650,1.36710,3375
20100316,000000,1.36720,1.36860,1.36580,1.36830,4278
20100316,040000,1.36830,1.37000,1.36820,1.36830,4006
20100316,080000,1.36830,1.37030,1.36570,1.36870,7361
20100316,120000,1.36870,1.37690,1.36870,1.37580,8241
20100316,160000,1.37580,1.37750,1.37160,1.37560,9929
20100316,200000,1.37550,1.37810,1.37430,1.37610,5206
20100317,000000,1.37620,1.37750,1.37620,1.37680,3246
20100317,040000,1.37690,1.37890,1.37680,1.37870,4122
20100317,080000,1.37870,1.38160,1.37590,1.37870,9738
20100317,120000,1.37880,1.37920,1.37380,1.37490,9093
20100317,160000,1.37480,1.37770,1.37260,1.37510,7741
20100317,200000,1.37520,1.37530,1.37310,1.37350,3100
20100318,000000,1.37350,1.37400,1.37110,1.37250,4560
20100318,040000,1.37240,1.37270,1.36670,1.36820,6047
20100318,080000,1.36810,1.36940,1.36470,1.36840,8245
20100318,120000,1.36850,1.36930,1.36550,1.36610,8499
20100318,160000,1.36610,1.36670,1.35860,1.36190,9202
20100318,200000,1.36190,1.36220,1.35970,1.36080,3738
20100319,000000,1.36070,1.36210,1.36040,1.36180,3905
20100319,040000,1.36190,1.36260,1.35990,1.36140,3672
20100319,080000,1.36130,1.36250,1.35590,1.35710,8593
20100319,120000,1.35710,1.35740,1.35070,1.35160,10533
20100319,160000,1.35150,1.35430,1.35030,1.35340,7533
20100319,200000,1.35350,1.35800,1.35290,1.35300,2033
20100322,000000,1.35170,1.35320,1.35090,1.35170,2806
20100322,040000,1.35180,1.35220,1.35030,1.35050,3348
20100322,080000,1.35050,1.35450,1.34980,1.35260,6167
20100322,120000,1.35270,1.35330,1.34630,1.35230,9298
20100322,160000,1.35220,1.35660,1.35100,1.35420,7655
20100322,200000,1.35420,1.35660,1.35420,1.35570,2789
20100323,000000,1.35570,1.35680,1.35400,1.35530,3777
20100323,040000,1.35530,1.35610,1.35180,1.35190,3463
20100323,080000,1.35180,1.35320,1.35020,1.35040,7980
20100323,120000,1.35050,1.35600,1.34760,1.35320,11221
20100323,160000,1.35330,1.35620,1.34810,1.34880,9791
20100323,200000,1.34870,1.35140,1.34870,1.34900,4279
20100324,000000,1.34900,1.34920,1.34450,1.34640,5648
20100324,040000,1.34630,1.34680,1.34060,1.34300,6840
20100324,080000,1.34300,1.34440,1.33450,1.33590,12101
20100324,120000,1.33580,1.33770,1.33320,1.33570,10697
20100324,160000,1.33560,1.33630,1.33230,1.33370,8775
20100324,200000,1.33360,1.33370,1.33050,1.33270,4602
20100325,000000,1.33270,1.33450,1.33220,1.33270,3690
20100325,040000,1.33280,1.33400,1.32830,1.33190,5355
20100325,080000,1.33190,1.33640,1.33140,1.33600,9470
20100325,120000,1.33600,1.33690,1.33190,1.33560,10045
20100325,160000,1.33560,1.33850,1.32780,1.32900,11333
20100325,200000,1.32890,1.33080,1.32670,1.32710,4898
20100326,000000,1.32710,1.33310,1.32710,1.33290,5040
20100326,040000,1.33290,1.33520,1.33210,1.33350,4009
20100326,080000,1.33350,1.33930,1.33240,1.33740,9408
20100326,120000,1.33740,1.34160,1.33460,1.33900,10942
20100326,160000,1.33910,1.34190,1.33770,1.34000,8172
20100326,200000,1.34000,1.34240,1.33970,1.34130,2434
20100329,000000,1.34730,1.34780,1.34180,1.34210,5095
20100329,040000,1.34200,1.34450,1.34200,1.34440,3958
20100329,080000,1.34450,1.35040,1.34350,1.34720,8382
20100329,120000,1.34730,1.34910,1.34370,1.34460,8142
20100329,160000,1.34460,1.34770,1.34360,1.34580,7164
20100329,200000,1.34590,1.34820,1.34570,1.34740,2980
20100330,000000,1.34750,1.34910,1.34700,1.34750,2977
20100330,040000,1.34740,1.35050,1.34720,1.35030,3283
20100330,080000,1.35030,1.35350,1.34530,1.34740,10350
20100330,120000,1.34740,1.34890,1.34380,1.34430,7569
20100330,160000,1.34430,1.34560,1.33950,1.34090,8879
20100330,200000,1.34090,1.34200,1.34050,1.34180,3155
20100331,000000,1.34190,1.34370,1.33980,1.34020,5027
20100331,040000,1.34020,1.34130,1.33840,1.34080,4776
20100331,080000,1.34090,1.34710,1.33930,1.34640,8681
20100331,120000,1.34650,1.35160,1.34580,1.35110,8926
20100331,160000,1.35110,1.35460,1.35040,1.35320,9865
20100331,200000,1.35320,1.35340,1.35050,1.35060,3928
20100401,000000,1.35060,1.35590,1.35030,1.35060,5187
20100401,040000,1.35060,1.35170,1.34950,1.35120,4190
20100401,080000,1.35110,1.35130,1.34760,1.35040,8113
20100401,120000,1.35030,1.35190,1.34600,1.35140,7677
20100401,160000,1.35150,1.35860,1.34910,1.35680,9961
20100401,200000,1.35680,1.35890,1.35620,1.35830,3636
20100402,000000,1.35830,1.35890,1.35680,1.35700,2726
20100402,040000,1.35700,1.35800,1.35640,1.35690,2475
20100402,080000,1.35680,1.35680,1.35440,1.35460,3487
20100402,120000,1.35450,1.35670,1.34840,1.34870,13201
20100402,160000,1.34870,1.34910,1.34740,1.34840,5666
20100402,200000,1.34840,1.35030,1.34820,1.35020,1608
20100405,000000,1.34900,1.35370,1.34880,1.35300,4774
20100405,040000,1.35300,1.35300,1.34980,1.34990,2858
20100405,080000,1.34990,1.34990,1.34630,1.34720,5054
20100405,120000,1.34720,1.35270,1.34600,1.35220,4550
20100405,160000,1.35230,1.35250,1.34720,1.34850,6276
20100405,200000,1.34850,1.34890,1.34730,1.34820,2780
20100406,000000,1.34820,1.34950,1.34240,1.34340,4594
20100406,040000,1.34330,1.34360,1.34130,1.34280,4705
20100406,080000,1.34280,1.34380,1.34020,1.34110,7957
20100406,120000,1.34100,1.34190,1.33560,1.33720,8712
20100406,160000,1.33710,1.33850,1.33550,1.33670,7112
20100406,200000,1.33670,1.34080,1.33670,1.33930,4625
20100407,000000,1.33930,1.34070,1.33730,1.33840,3721
20100407,040000,1.33830,1.33900,1.33590,1.33620,3855
20100407,080000,1.33620,1.34000,1.33570,1.33830,8085
20100407,120000,1.33840,1.33890,1.33260,1.33590,8679
20100407,160000,1.33580,1.33730,1.33370,1.33700,7366
20100407,200000,1.33700,1.33760,1.33330,1.33380,4585
20100408,000000,1.33380,1.33460,1.33130,1.33210,4118
20100408,040000,1.33210,1.33400,1.33140,1.33350,3441
20100408,080000,1.33360,1.33360,1.32820,1.33090,9216
20100408,120000,1.33080,1.33410,1.32920,1.33320,9323
20100408,160000,1.33320,1.33640,1.33260,1.33450,8015
20100408,200000,1.33460,1.33610,1.33430,1.33570,3487
20100409,000000,1.33560,1.33820,1.33530,1.33590,4020
20100409,040000,1.33590,1.33630,1.33410,1.33490,3081
20100409,080000,1.33490,1.34170,1.33490,1.33940,8347
